"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","pctpell","curroper","ugds_nhpi","distanceonly","womenonly","ugds_aian","ugds","preddeg","annhi","ccbasic","zip","ugds_2mor","pftfac","hbcu","ugds_black","nanti","ugds_unkn","ugds_asian","numbranch","control","pptug_ef2","ugds_nra","pbi","menonly","hcm2","ugds_white","aanapii","hsi","accredagency","tribal","ugds_hisp","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","md_faminc","loan_ever","married","par_ed_pct_ps","debt_mdn","age_entry","female","faminc","pctfloan","appl_sch_pct_ge2","pell_ever","first_gen","grad_debt_mdn","ug25abv","par_ed_pct_ms","par_ed_pct_hs","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","veteran","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"83",4257,"Phoenix",4,6100,3,6,0,20129,11,451972,-2,0.7692,0,0,0,0,0.0622,241,2,0,23,85021,0.0373,0.1282,0,0.1701,0,0.0415,0.0207,142,3,0.2946,0,0,0,1,0.4357,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.2324,6,"ITT Technical Institute-Phoenix",NA,NA,0.8295,0.85361152058056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28773,NA,18048,18048,NA,2014,0.1155599665,17481,0.800189188,0.2337406569,0.5027142493,13566,30,0.3006544056,24793,0.8219,0.3016158546,0.814378315,0.4972857507,25827.5,NA,NA,0.4464891136,0.060710852,0.0355891201,39094,20898,NA,NA,0.2140619669,0.0309214403,20898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",9181,"Mesa",4,NA,1,-2,0,14011,11,454476,-2,0.75,1,0,0,0,0.0204,49,1,0,-2,85202,0.0408,NA,0,0.0816,0,0.551,0,85,3,0.4082,0,0,0,0,0.1633,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1429,-2,"Regency Beauty Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25443,NA,NA,17400,2014,0.2039036956,12463,0.866144853,0.128603983,0.4881307408,9500,24,0.9533339939,23288,0.7045,0.4615079758,0.887545824,0.5118692592,14144,NA,NA,0.4636764881,0.1092836619,0.0670761914,41621,11427,NA,NA,0.3928465273,0.0096106212,11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",4705,"Phoenix",4,NA,1,-2,0,10253,11,469610,-2,0.9985,1,0.001,0,0,0.0062,962,1,0,-2,85053,0.0042,NA,0,0.1008,0,0.7235,0.0021,3,3,0,0.001,0,0,0,0.0988,0,0,"Council on Occupational Education",0,0.0624,-2,"Allen School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21496,NA,NA,13971,2014,0.0905973135,13739,0.913118034,0.2683623893,0.4260508563,9500,33,0.9239782795,20352,0.9167,0.2429265504,0.853958274,0.5739491437,9500,NA,NA,0.4919564089,0.0523006573,0.0362960846,23347,19621,NA,NA,0.1963418119,0.0157187768,19621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",8550,"Sells",4,4646,2,1,1,2056,43,442781,-2,0.5514,1,0.0056,0,0,0.8771,179,1,0,33,85634,0.0279,0.3409,0,0.0447,0,0,0,1,1,0.5307,0,0,0,0,0.0391,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",1,0.0056,1,"Tohono O'Odham Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15216,NA,1604,3716,NA,2014,NA,9884,NA,NA,NA,NA,26,0.6071428571,16184,0,0.3303571429,NA,0.5543478261,NA,NA,NA,0.5108695652,NA,NA,29644,7475,NA,NA,0.3928571429,NA,7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",5705,"Mesa",4,7196,3,7,0,9830,11,447236,NA,0.7439,0,0.0185,0,0,0.063,270,1,0,23,85206,0.0556,NA,0,0.0852,0,0.1259,0.0074,2,3,0.2778,0,0,0,0,0.3889,0,0,NA,0,0.2556,6,"Everest College-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23805,NA,12420,12420,NA,2014,0.1802567951,6478,0.847590462,0.2069368017,0.3901314273,9481.5,30,0.7163581791,12162,0.5913,0.4147073537,0.943138236,0.6098685727,9500,NA,NA,0.5234032742,0.0885442721,0.0506920127,22187,10731,NA,NA,0.1248957812,0.0138402535,10731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",5326,"Tucson",4,4142,3,7,0,12871,11,444927,-2,0.6972,1,0,0,0,0.0361,388,3,0,30,85712,0.0258,0.1628,0,0.0438,0,0.1186,0.0258,33,3,0.232,0,0,0,0,0.3273,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.4227,6,"The Art Institute of Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29125,NA,17416,17416,NA,2014,0.147148871,14678,0.892460773,0.1732874091,0.4899261249,12004.5,28,0.6951779564,22187,0.7911,0.3754688098,0.876195943,0.5100738751,22141.5,NA,NA,0.4568262496,0.0769996173,0.0444316877,36770,16069,NA,NA,0.2955223881,0.0212399541,16069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",3333,"Tucson",4,NA,1,-2,1,8285,41,439668,-2,0.2551,1,0.0253,0,0,0,158,1,0,-2,85706,0.0063,NA,0,0.0696,0,0,0,1,3,0,0,0,0,0,0.5,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.3987,-2,"HDS Truck Driving Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17778,NA,NA,8655,2014,NA,16604,0.931034483,0.3034482759,0.42,5457,32,0.1034482759,18783,0.2551,NA,0.910344828,0.58,5797,NA,NA,0.44,NA,NA,15509,19078,NA,NA,0.0827586207,NA,19078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",6356,"Chandler",4,NA,1,-2,0,8320,21,104443,-2,0.7714,1,0.0103,0,0,0.0722,97,1,0,-2,85224,0.0206,NA,0,0.2165,0,0,0.0206,14,3,0.2577,0,0,0,0,0.268,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.3918,-2,"Empire Beauty School-Chandler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16811,NA,NA,17422,2014,0.1500915192,13501,0.835875534,0.1311775473,0.4804297774,7775,25,0.9380719951,23313,0.7143,0.3788895668,0.863636364,0.5195702226,10050,NA,NA,0.4716039908,0.0732153752,0.0460646736,40916,13013,NA,NA,0.3691275168,0.0051860891,13013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3770,"Mesa",4,NA,1,-2,1,7516,11,104568,-2,0.6218,1,0.0028,0,0,0.0333,360,1,0,-2,85210,0.025,NA,0,0.0972,0,0.0222,0.0111,3,3,0.3667,0,0,0,0,0.5056,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.3028,-2,"Avalon School of Cosmetology-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15723,NA,NA,16000,2014,0.1839178785,21506,0.927288281,0.1813515825,0.5072164948,9555,24,0.9520958084,33389,0.6495,0.369546621,0.784431138,0.4927835052,11458,NA,NA,0.4350515464,0.0983746792,0.0598802395,49022,19062,NA,NA,0.4781864842,NA,19062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",4684,"Glendale",4,9014,2,1,1,1489,21,104708,-2,0.3824,1,0.0032,0,0,0.0164,16156,1,0,2,85302,0.0221,0.9965,0,0.0712,0,0.048,0.043,1,1,0.6157,0.0106,0,0,0,0.4431,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3424,5,"Glendale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11822,NA,2046,7830,NA,2014,0.2823049465,18705,0.37491076,0.1390107088,0.4429547505,3500,25,0.5462519123,24039,0.1784,0.5046404895,0.906374299,0.5570452495,7000,NA,NA,0.4399896867,0.1725650178,0.1098419174,30911,16475,NA,NA,0.524018358,0.0073431922,16475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3873,"Flagstaff",4,5438,3,10,1,17541,13,103945,-2,0.8732,1,0,0,0,0.6307,176,2,1,26,86001,0.0057,0.5455,0,0.0114,1,0.0284,0,3,2,0,0,0,0,0,0.1989,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.125,6,"CollegeAmerica-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28692,NA,16968,16968,NA,2014,0.1286549708,12981,0.934837093,0.1779448622,0.4212368728,16633,28,0.6875522139,17900,0.8592,0.343358396,0.92898914,0.5787631272,25607.5,NA,NA,0.4574095683,0.0701754386,0.0309106099,26436,13837,NA,NA,0.3224728488,0.0200501253,13837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2963,"Tucson",4,4652,4,6,1,19099,11,104188,-2,0.4469,1,0,0,0,0.0311,161,3,0,30,85716,0,0.875,0,0.0435,0,0.1491,0.0062,2,3,0.2795,0,0,0,0,0.4534,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.3168,6,"Southwest University of Visual Arts-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44388,NA,23069,23069,NA,2014,NA,20425,NA,0.1212121212,NA,35500,24,0.5303030303,31521,0.4292,0.3484848485,0.795454546,NA,49750,NA,NA,NA,NA,NA,46834,15251,NA,NA,0.5151515152,NA,15251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",3613,"Kingman",4,5437,2,1,1,1568,41,105206,-2,0.4731,1,0.0057,0,0,0.0185,4044,1,0,6,86409,0.022,0.2326,0,0.0138,0,0.0205,0.0163,1,1,0.747,0,0,0,0,0.7085,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1946,3,"Mohave Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12238,NA,2088,6888,NA,2014,0.1165980796,16035,0.302240512,0.2263374486,0.4465167307,8000,28,0.6195701875,21396,0.221,0.2533150434,0.934156379,0.5534832693,13765,NA,NA,0.4887547998,0.069044353,0.0489254687,27293,18055,NA,NA,0.3616826703,0.0064014632,18055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",5770,"Tucson",4,NA,1,-2,1,7879,11,262235,-2,0.6707,0,0,0,0,0,49,1,0,-2,85705,0.0612,NA,0,0.0816,0,0,0.0408,1,3,0,0,0,0,0,0.2857,0,0,NA,0,0.5306,-2,"Arizona Academy of Beauty-North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17697,NA,NA,14500,2014,NA,11285,NA,0.1904761905,0.5396825397,4750,28,NA,19570,0.4878,NA,NA,0.4603174603,3666,NA,NA,NA,NA,NA,40372,13489,NA,NA,0.2261904762,NA,13489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",4025,"Flagstaff",4,6786,2,1,1,2788,41,404426,-2,0.2723,1,0.006,0,0,0.1787,2837,2,0,3,86005,0.0423,0.1902,0,0.0176,1,0.0229,0.0074,1,1,0.6179,0,0,0,0,0.5619,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1632,2,"Coconino Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14210,NA,2820,9495,NA,2014,0.2628205128,20826,0.426638177,0.1189458689,0.574796748,4500,24,0.5491452991,32434,0.1784,0.5626780627,0.824074074,0.425203252,12500,NA,NA,0.3829268293,0.1566951567,0.1075498575,43339,17521,NA,NA,0.5776353276,0.0071225071,17521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",6080,"Safford",4,NA,1,-2,1,3587,41,105701,-2,0.5378,1,0,0,0,0.0118,85,1,0,-2,85546,0,NA,0,0.0353,0,0.0235,0.0353,1,3,0,0,0,0,0,0.5647,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.3294,-2,"Hair Academy of Safford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10469,NA,NA,9450,2014,NA,3245,0.510204082,0.3469387755,NA,NA,28,NA,12213,0.2521,NA,NA,0.7179487179,NA,NA,NA,0.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",3164,"Chandler",4,2575,4,11,1,6862,21,436614,54,0.6957,1,0,0,0,0.0577,52,3,0,24,85286,0,NA,0,0.0192,0,0,0,1,2,0.1346,0.0192,0,0,0,0.7692,0,0,"Transnational Association of Christian Colleges and Schools",0,0.1346,8,"International Baptist College and Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25728,NA,10500,10500,NA,2014,NA,48290,0.394736842,NA,NA,NA,20,0.3947368421,47891,0.3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",4874,"Phoenix",4,6763,4,5,0,13688,11,436094,-2,0.6895,1,0.0098,0,0,0.0585,205,3,0,26,85021,0,0.2615,0,0.2049,0,0.0244,0.0049,28,3,0.5073,0,0,0,0,0.4341,0,0,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,0.2634,6,"Argosy University-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24672,NA,13663,13663,NA,2014,0.1647072518,15149,0.81049936,0.1975711015,0.4900652505,10000,29,0.6097854344,24239,0.6804,0.3821829046,0.838008769,0.5099347495,24750,NA,NA,0.4450767797,0.0931207077,0.0569588329,43001,16763,NA,NA,0.2849493656,0.0498971792,16763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",3761,"Chandler",4,4268,2,4,0,15320,21,430166,-2,0.4286,1,0,0,0,0.0065,154,2,0,13,85225,0.0325,NA,0,0.013,0,0.513,0,33,3,0.0714,0,0,0,0,0.3896,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.0455,1,"Golf Academy of America-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25709,NA,17150,17150,NA,2014,0.1571051764,13449,0.921777118,0.1807204088,0.4605283646,11108,29,0.7731618859,18477,0.4629,0.3822947577,0.827110122,0.5394716354,18331,NA,NA,0.4932267608,0.0823442136,0.0466534784,28656,15144,NA,NA,0.2466617211,0.0107978899,15144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",5843,"Avondale",4,NA,1,-2,0,8294,22,447148,-2,0.7781,1,0.0052,0,0,0.0311,193,1,0,-2,85323,0.0052,NA,0,0.1036,0,0.0518,0.0052,12,3,0.2073,0,0,0,0,0.2798,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.5181,-2,"Empire Beauty School-Avondale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16118,NA,NA,16750,2014,0.1697043337,13916,0.803159174,0.1332523289,0.4953893443,8100,26,0.9412717699,21914,0.6979,0.4277035237,0.882948562,0.5046106557,10453.5,NA,NA,0.4456967213,0.0878898339,0.0502227623,35293,14090,NA,NA,0.3689752936,0.0109356015,14090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2913,"Phoenix",4,3325,4,0,1,9037,11,447698,-2,NA,1,NA,0,0,NA,NA,4,0,26,85012,NA,0.087,0,NA,0,NA,NA,1,3,NA,NA,0,0,0,NA,0,0,"Accrediting Commission for Acupuncture and Oriental Medicine",0,NA,18,"Phoenix Institute of Herbal Medicine & Acupuncture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",13269,"Phoenix",4,5924,4,0,1,9120,11,381459,42,NA,1,NA,0,0,NA,NA,4,0,24,85018,NA,0.6,0,NA,0,NA,NA,1,2,NA,NA,0,0,0,NA,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,18,"Phoenix Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",6662,"Scottsdale",4,NA,1,-2,1,15579,12,450951,-2,0.3241,1,0.0084,0,0,0.0336,119,1,0,-2,85259,0.0924,NA,0,0.0588,0,0.042,0.0168,1,3,0,0,0,0,0,0.6134,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.1345,-2,"Arizona Culinary Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38054,NA,NA,25990,2014,0.1398963731,27546,0.901554404,0.1398963731,0.591160221,9500,26,0.4041450777,46489,0.4444,0.274611399,0.595854922,0.408839779,9500,NA,NA,NA,NA,NA,62601,31813,NA,NA,0.4766839378,NA,31813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",9648,"Phoenix",4,8671,4,13,0,12430,11,448886,-2,0.4088,1,0.0034,0,0,0.0244,9113,3,0,17,85004,0.0382,0.7627,0,0.0627,0,0.0077,0.0446,5,1,0.1169,0.0113,0,0,0,0.5344,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2735,15,"Arizona State University-Downtown Phoenix",NA,NA,0.7886,0.78443051201671,480,590,490,590,NA,NA,535,540,NA,21,26,21,27,20,26,NA,NA,24,24,23,NA,1083,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23298,NA,10157,24503,NA,2014,0.351074513,37288,0.824563165,0.147620004,0.6195220588,15034.5,24,0.5395661779,57456,0.5786,0.5892414809,0.599651871,0.3804779412,20229,NA,NA,0.3357352941,0.2327441923,0.1609426257,73725,32920,NA,NA,0.6012920935,0.007029524,32920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",16892,"Tempe",4,NA,2,3,1,43931,12,475839,-2,0.3429,1,0,1,0,0.0202,99,2,0,12,85281,0.0505,0,0,0.1313,0,0.0909,0.0505,1,3,0.2626,0,0,0,0,0.4646,0,0,"Distance Education Accrediting Commission",0,0.1919,1,"Sessions College for Professional Design",NA,NA,0.8571,0.85714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17110,NA,8000,8000,NA,2014,0.2554744526,23871,0.875912409,0.3430656934,0.5403225806,7185,33,0.6131386861,30283,0.4857,0.4598540146,0.664233577,0.4596774194,9298,NA,NA,NA,NA,NA,37261,29090,NA,NA,0.1459854015,NA,29090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Peoria",4,6438,0,-2,0,NA,21,485078,-2,NA,1,0,0,0,0,28,3,0,-2,85381,0.0357,NA,0,0.0714,0,0.1071,0.0357,3,2,0.3929,0,0,0,0,0.5,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.25,-2,"Trine University-Arizona Regional Campus",NA,NA,0.6531,0.75752451809266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14510,14510,NA,2014,0.448630137,58986,0.932363014,0.1130136986,0.6406109614,17063,23,0.3938356164,69471,NA,0.6977739726,0.508561644,0.3593890386,26000,NA,NA,0.3486073675,0.2996575342,0.2080479452,80527,35841,NA,NA,0.7525684932,NA,35841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1627,"Phoenix",4,7595,3,11,1,7872,11,461023,-2,0.5161,1,0.0048,1,0,0.0086,1042,2,0,32,85014,0.0067,0.1607,0,0.0797,0,0.3992,0.0134,1,3,0.0259,0.0019,0,0,0,0.4376,0,0,"Distance Education Accrediting Commission",0,0.048,9,"National Paralegal College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18068,NA,6795,6795,NA,2014,0.2780487805,19249,0.884146342,0.3329268293,0.4957746479,10551.5,33,0.9085365854,24771,0.5969,0.543902439,0.858536585,0.5042253521,21525.5,NA,NA,0.4436619718,0.1512195122,0.0829268293,31440,24375,NA,NA,0.056097561,NA,24375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",4190,"Tucson",4,NA,1,-2,1,16304,11,461713,-2,0.3462,1,0,0,0,0,33,1,0,-2,85716,0.0606,NA,0,0,0,0,0,1,3,0.697,0,0,0,0,0.6364,0,0,"Accrediting Council for Continuing Education & Training",0,0.303,-2,"Pure Aesthetics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14934,NA,NA,11350,2014,NA,27403,NA,0.2957746479,NA,6333,30,NA,39719,0.4038,NA,0.676056338,NA,NA,NA,NA,NA,NA,NA,68761,27521,NA,NA,0.2957746479,NA,27521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1835,"Phoenix",4,NA,1,-2,0,7360,11,469142,-2,0.4564,1,0.0043,0,0,0.0238,462,1,0,-2,85051,0.0108,NA,0,0.0758,0,0.0887,0.0152,9,3,0.4632,0,0,0,0,0.4545,0,0,"Accrediting Council for Continuing Education & Training",0,0.3268,-2,"Utah College of Massage Therapy-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23096,NA,NA,12007,2014,0.1026033691,18907,0.906074528,0.1615620214,0.543699187,7866,27,0.7368555385,29505,0.8372,0.2590607453,0.748596223,0.456300813,8607,NA,NA,0.3909214092,0.0533435426,0.0303726391,44860,20224,NA,NA,0.3767228178,0.016590097,20224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
