"","inexpfte","city","st_fips","avgfacsal","ugds_black","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_2mor","nanti","ugds_white","ugds","ugds_hisp","numbranch","ugds_unkn","ugds_nra","control","pbi","menonly","pptug_ef2","hcm2","aanapii","hsi","ugds_aian","ugds_asian","accredagency","tribal","ccsizset","instnm","ugds_nhpi","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","loan_ever","par_ed_pct_ps","appl_sch_pct_ge4","appl_sch_pct_ge5","appl_sch_pct_ge2","md_faminc","pctfloan","debt_mdn","pell_ever","married","ug25abv","grad_debt_mdn","appl_sch_pct_ge3","par_ed_pct_hs","veteran","female","faminc","first_gen","age_entry","par_ed_pct_ms","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"83",4257,"Phoenix",4,6100,0.1336,3,6,0,20129,11,451972,-2,0,0,0,2,0,23,85021,0.71,0.1282,0,0.0526,0,0.4211,247,0.2146,142,0.0567,0,3,0,0,0.3077,1,0,0,0.0972,0.0243,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix",0,NA,NA,0.7092,0.83878444501673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26648,NA,18048,18048,NA,2013,0.822872697,0.4942409923,0.0627492649,0.0363890425,0.306439405,17507,0.8127,13000,0.829495502,0.2415795756,0.7166,25222,0.1197345055,0.4540940638,0.1063433379,0.3028150563,24748,0.5057590077,30,NA,39235,20677,NA,NA,0.2193531484,20677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",9181,"Mesa",4,NA,0.1475,1,-2,0,14011,11,454476,-2,1,0,0,1,0,-2,85202,0.8448,NA,0,0.0492,0,0.1803,61,0.082,85,0.5246,0,3,0,0,0.3934,0,0,0,0.0164,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Mesa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25095,NA,NA,17300,2013,0.884841764,0.496090535,0.1148170264,0.0667064745,0.4652392732,13070,0.8621,9500,0.889704001,0.1293184338,0.2951,14144,0.2151326452,0.4534979424,0.0097244733,0.9541926128,23670,0.503909465,24,NA,42072,11606,NA,NA,0.3959737269,11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",4705,"Phoenix",4,NA,0.0851,1,-2,0,10253,11,469610,-2,1,0,0,1,0,-2,85053,0.6964,NA,0,0.0049,0,0.0778,823,0.0279,3,0.7849,0,3,0,0,0,0,0,0,0.0146,0.0024,"Council on Occupational Education",0,-2,"Allen School-Phoenix",0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18615,NA,NA,11176,2013,0.882882883,0.4253658537,0.055965056,0.0384930385,0.2656292656,13852,0.993,9433,0.88015288,0.2716352716,0.8092,9500,0.0966420966,0.496097561,0.0141960142,0.9180999181,20302,0.5746341463,33,NA,22341,19871,NA,NA,0.1747201747,19871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",8550,"Sells",4,4646,0.0272,2,1,1,2056,43,442781,-2,1,0,0,1,0,33,85634,0.3894,0.3409,0,0.0272,0,0.0435,184,0.0109,1,0,0,1,0,0,0.6033,0,0,0,0.8859,0,"North Central Association of Colleges and Schools The Higher Learning Commission",1,1,"Tohono O'Odham Community College",0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7853,NA,1594,3706,NA,2013,NA,NA,NA,NA,0.328,10666,0,NA,NA,NA,0.5638,NA,NA,0.4854368932,NA,0.6,14883,0.5631067961,26,NA,22617,9190,NA,NA,0.424,9190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",5705,"Mesa",4,7196,0.1063,3,7,0,9830,11,447236,NA,0,0,0,1,0,23,85206,0.727,NA,0,0.0545,0,0.3896,367,0.267,2,0.0736,0,3,0,0,0.2534,0,0,0,0.0954,0.0054,NA,0,6,"Everest College-Mesa",0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22761,NA,12420,12420,NA,2013,0.849471459,0.4000392003,0.0852713178,0.0487667371,0.4016913319,6420,0.6349,5760,0.940239605,0.2105708245,0.5831,9500,0.1723749119,0.5137201098,0.0210007047,0.7186751233,12775,0.5999607997,30,NA,24364,10924,NA,NA,0.1377026075,10924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",5326,"Tucson",4,4142,0.0352,3,7,0,12871,11,444927,-2,1,0,0,3,0,30,85712,0.6995,0.1628,0,0.0258,0,0.2934,426,0.4413,33,0.169,0.0023,3,0,0,0.284,0,0,0,0.0258,0.0047,"Accrediting Council for Independent Colleges and Schools",0,6,"The Art Institute of Tucson",0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29827,NA,17416,17416,NA,2013,0.903013306,0.4808254727,0.0801917558,0.0462757631,0.3816527524,14658,0.8372,9834,0.886544482,0.180537438,0.4554,21000,0.1522306288,0.4668204473,0.0317636316,0.6850378294,22044,0.5191745273,28,NA,36712,16000,NA,NA,0.2917753718,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",3333,"Tucson",4,NA,0.1083,1,-2,1,8285,41,439668,-2,1,0,0,1,0,-2,85706,0.2712,NA,0,0.0083,0,0.475,120,0.3917,1,0,0,3,0,0,0,0,0,0,0.0167,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"HDS Truck Driving Institute",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17137,NA,NA,7655,2013,0.873417722,0.4745762712,NA,NA,NA,15706,0.2881,7705,0.917721519,0.3860759494,0.8833,7705,NA,NA,NA,0.0886075949,19342,0.5254237288,33,NA,15149,19718,NA,NA,0.082278481,19718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",6356,"Chandler",4,NA,0.2655,1,-2,0,8320,21,104443,-2,1,0,0,1,0,-2,85224,0.7113,NA,0,0.0177,0,0.3009,113,0.3009,14,0.0177,0,3,0,0,0.2389,0,0,0,0.0885,0.0088,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Chandler",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16135,NA,NA,16672,2013,0.815986678,0.4919228765,0.0745212323,0.0457951707,0.3721898418,13438,0.6753,6045,0.861365529,0.1273938385,0.469,8154,0.1519567027,0.460656592,0.0054121565,0.9367194005,23795,0.5080771235,25,NA,41301,12831,NA,NA,0.3850957535,12831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3770,"Mesa",4,NA,0.1062,1,-2,1,7516,11,104568,-2,1,0,0,1,0,-2,85210,0.7927,NA,0,0.0037,0,0.5238,273,0.2784,3,0.044,0,3,0,0,0.3516,0,0,0,0.0183,0.0073,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Mesa",0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14520,NA,NA,16000,2013,0.937101185,0.5387978142,0.1066545123,0.063810392,0.3846855059,22275,0.7927,9948.5,0.793072015,0.1896080219,0.293,12571,0.1969006381,0.4120218579,NA,0.9407474932,33979,0.4612021858,24,NA,49686,18971,NA,NA,0.4886052871,18971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",4684,"Glendale",4,9014,0.0771,2,1,1,1489,21,104708,-2,1,0,0,1,0,2,85302,0.3814,0.9965,0,0.0208,0,0.4524,16623,0.3214,1,0.0501,0.0158,1,0,0,0.6083,0,0,0,0.0179,0.0413,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Glendale Community College",0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12043,NA,1974,7758,NA,2013,0.413613506,0.4427636035,0.1709770115,0.110003592,0.5182291667,18496,0.1951,3500,0.90858477,0.1455639368,0.3324,NA,0.2828663793,0.4442312034,0.0081716954,0.5428340517,24403,0.5572363965,25,NA,31892,16675,NA,NA,0.5078125,16675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3873,"Flagstaff",4,5438,0.0319,3,10,1,17541,13,103945,-2,1,0,0,2,1,26,86001,0.8431,0.5455,0,0.0106,1,0.2766,94,0.117,3,0,0,2,0,0,0,0,0,0,0.5638,0,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Flagstaff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26842,NA,17211,17211,NA,2013,0.931837791,0.456969697,0.075064711,0.0422778257,0.3779119931,10967,0.9569,14750,0.935289042,0.2131147541,0.6277,25295.5,0.142364107,0.44,0.0189818809,0.6842105263,17100,0.543030303,28,NA,28199,12663,NA,NA,0.2855910267,12663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2963,"Tucson",4,4652,0.0648,4,6,1,19099,11,104188,-2,1,0,0,3,0,30,85716,0.5308,0.875,0,0,0,0.5324,216,0.287,2,0.0556,0,3,0,0,0.4167,0,0,0,0.0509,0.0093,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Southwest University of Visual Arts-Tucson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49519,NA,34541,34541,NA,2013,NA,0.6666666667,NA,NA,0.3422818792,16452,0.6777,31000,0.791946309,0.1409395973,0.8657,50437,NA,NA,NA,0.4563758389,30907,0.3333333333,25,NA,48728,16737,NA,NA,0.4429530201,16737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",3613,"Kingman",4,5437,0.0116,2,1,1,1568,41,105206,-2,1,0,0,1,0,6,86409,0.4772,0.2326,0,0.0177,0,0.7375,4759,0.1769,1,0.0145,0,1,0,0,0.713,0,0,0,0.0212,0.0137,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Mohave Community College",0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15718,NA,2040,7656,NA,2013,0.316738534,0.4471199245,0.0631125049,0.0427283418,0.2473539788,16350,0.2421,7500,0.941983536,0.2371618973,0.4639,12250,0.1113288906,0.4858356941,0.0074480596,0.6150529204,21648,0.5528800755,28,NA,27788,18301,NA,NA,0.3528028224,18301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",5770,"Tucson",4,NA,0.0545,1,-2,1,7879,11,262235,-2,0,0,0,1,0,-2,85705,0.6237,NA,0,0.1091,0,0.2364,55,0.5455,1,0,0,3,0,0,0,0,0,0,0.0364,0.0182,NA,0,-2,"Arizona Academy of Beauty-North",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17623,NA,NA,14060,2013,NA,0.6031746032,NA,NA,NA,11877,0.5591,4750,NA,0.1951219512,0.5091,4967.5,NA,NA,NA,NA,20141,0.3968253968,27,NA,35555,12984,NA,NA,0.3170731707,12984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",4025,"Flagstaff",4,6786,0.0136,2,1,1,2788,41,404426,-2,1,0,0,2,0,3,86005,0.3299,0.1902,0,0.0361,1,0.5727,2794,0.1364,1,0.0218,0,1,0,0,0.6496,0,0,0,0.2051,0.0104,"North Central Association of Colleges and Schools The Higher Learning Commission",0,2,"Coconino Community College",0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14389,NA,2760,9285,NA,2013,0.455399061,0.5544244323,0.1468812877,0.0898725687,0.5412474849,21115,0.2052,4500,0.837022133,0.1395036888,0.3327,12746,0.2494969819,0.4064212999,0.0073775989,0.547954393,32359,0.4455755677,25,NA,44577,18402,NA,NA,0.5331991952,18402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",6080,"Safford",4,NA,0.0313,1,-2,1,3587,41,105701,-2,1,0,0,1,0,-2,85546,0.6136,NA,0,0,0,0.5469,64,0.3438,1,0.0156,0,3,0,0,0,0,0,0,0.0313,0.0313,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Hair Academy of Safford",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9378,NA,NA,9450,2013,0.333333333,NA,NA,NA,NA,4146,0.2045,6808,NA,0.3333333333,0.25,NA,NA,NA,NA,NA,12995,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",3164,"Chandler",4,2575,0,4,11,1,6862,21,436614,54,1,0,0,3,0,24,85286,0.5556,NA,0,0,0,0.7209,43,0.186,1,0,0,2,0,0,0.3256,0,0,0,0.093,0,"Transnational Association of Christian Colleges and Schools",0,8,"International Baptist College and Seminary",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24192,NA,11566,11566,NA,2013,0.393939394,NA,NA,NA,NA,37333,0.2407,4750,NA,NA,0.2609,NA,NA,NA,NA,NA,42053,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",4874,"Phoenix",4,6763,0.2055,4,5,0,13688,11,436094,-2,1,0,0,3,0,26,85021,0.6492,0.2615,0,0,0,0.4612,219,0.2603,28,0.0228,0,3,0,0,0.5571,0,0,0,0.0365,0.0091,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,6,"Argosy University-Phoenix",0.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22793,NA,13663,13663,NA,2013,0.831939285,0.5069048736,0.0868496299,0.0526442372,0.4623072606,16368,0.7068,7145.5,0.837150263,0.1845220598,0.7399,15084,0.160498116,0.4286384662,0.0505331231,0.5833890062,26794,0.4930951264,29,NA,45932,17369,NA,NA,0.3299751476,17369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",3761,"Chandler",4,4268,0.0175,2,4,0,15320,21,430166,-2,1,0,0,2,0,13,85225,0.4332,NA,0,0.0468,0,0.7895,171,0.0468,33,0.0702,0,3,0,0,0.0702,0,0,0,0.0117,0.0058,"Accrediting Council for Independent Colleges and Schools",0,1,"Golf Academy of America-Phoenix",0.0117,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24964,NA,15745,15745,NA,2013,0.937253115,0.4683611205,0.0884229717,0.0506305074,0.4005241568,13328,0.492,9500,0.877886661,0.1934442419,0.6199,18500,0.1682619265,0.4868591746,0.0120024309,0.7768155576,18715,0.5316388795,29,NA,30622,15120,NA,NA,0.2319203889,15120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",5843,"Avondale",4,NA,0.0884,1,-2,0,8294,22,447148,-2,1,0,0,1,0,-2,85323,0.7476,NA,0,0.004,0,0.2811,249,0.5141,12,0.0803,0,3,0,0,0.261,0,0,0,0.0161,0.008,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Avondale",0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15803,NA,NA,16000,2013,0.775,0.5273081925,0.090625,0.0546875,0.4098958333,12663,0.7005,7917,0.904166667,0.1416666667,0.3855,10974,0.1739583333,0.4193758127,0.0119791667,0.940625,20634,0.4726918075,26,NA,35066,12863,NA,NA,0.35,12863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2913,"Phoenix",4,3325,NA,4,0,1,9037,11,447698,-2,1,0,0,4,0,26,85012,NA,0.087,0,NA,0,NA,NA,NA,1,NA,NA,3,0,0,NA,0,0,0,NA,NA,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Phoenix Institute of Herbal Medicine & Acupuncture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",13269,"Phoenix",4,5924,NA,4,0,1,9120,11,381459,42,1,0,0,4,0,24,85018,NA,0.6,0,NA,0,NA,NA,NA,1,NA,NA,2,0,0,NA,0,0,0,NA,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Phoenix Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",6662,"Scottsdale",4,NA,0.0441,1,-2,1,15579,12,450951,-2,1,0,0,1,0,-2,85259,0.3502,NA,0,0.0956,0,0.5588,136,0.1618,1,0.0515,0,3,0,0,0,0,0,0,0.0441,0.0294,"Accrediting Commission of Career Schools and Colleges",0,-2,"Arizona Culinary Institute",0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39135,NA,NA,25990,2013,0.875,0.577540107,NA,0.0673076923,0.3509615385,24038,0.4654,9500,0.682692308,0.1538461538,0.5515,9500,NA,NA,NA,0.3990384615,38639,0.422459893,27,NA,56342,26406,NA,NA,0.4086538462,26406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",9648,"Phoenix",4,8671,0.06,4,13,0,12430,11,448886,-2,1,0,0,3,0,17,85004,0.4245,0.7627,0,0.0328,0,0.5476,8555,0.2701,5,0.0053,0.0116,1,0,0,0.1146,0,0,1,0.0243,0.0456,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Arizona State University-Downtown Phoenix",0.0027,NA,NA,0.757,0.76259420864736,490,600,480,590,NA,NA,545,535,NA,21,26,20,27,20,26,NA,NA,24,24,23,NA,1085,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22909,NA,9861,23654,NA,2013,0.841944567,0.6247310232,0.2205787563,0.152797096,0.5599620043,38414,0.5784,14983,0.601757302,0.1443498321,0.1986,19529,0.332598297,0.3340135045,0.0072259728,0.5355361808,58548,0.3752689768,24,NA,75444,32653,NA,NA,0.6051497778,32653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",16892,"Tempe",4,NA,0.1571,2,3,1,43931,12,475839,-2,1,1,0,2,0,12,85281,0,0,0,0.0571,0,0.5286,70,0.0286,1,0.1714,0,3,0,0,0.1571,0,0,0,0.0286,0.0286,"Distance Education Accrediting Commission",0,1,"Sessions College for Professional Design",0,NA,NA,0.9565,0.95652173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,8000,NA,2013,0.855072464,NA,NA,NA,0.5362318841,28161,0,6970.5,0.68115942,0.3333333333,0.7143,NA,0.3043478261,NA,NA,0.652173913,32229,NA,32,NA,42659,30033,NA,NA,0.1739130435,30033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Peoria",4,6438,NA,0,-2,0,NA,21,485078,-2,1,0,0,3,0,-2,85381,NA,NA,0,NA,0,NA,NA,NA,3,NA,NA,2,0,0,NA,0,0,0,NA,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Trine University-Arizona Regional Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1627,"Phoenix",4,7595,0.0597,3,11,1,7872,11,461023,-2,1,1,0,2,0,32,85014,0.4953,0.1607,0,0.0101,0,0.3196,1089,0.0404,1,0.5528,0.0046,3,0,0,0.0239,0,0,0,0.0037,0.0064,"Distance Education Accrediting Commission",0,9,"National Paralegal College",0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18603,NA,6795,6795,NA,2013,0.849794239,0.5125148987,0.1481481481,0.079218107,0.5514403292,19024,0.5636,8797,0.868312757,0.3343621399,0.8889,17856,0.2767489712,0.4398092968,0.0216049383,0.8796296296,24357,0.4874851013,33,NA,29724,24042,NA,NA,0.0555555556,24042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",4190,"Tucson",4,NA,0.027,1,-2,1,16304,11,461713,-2,1,0,0,1,0,-2,85716,0.5882,NA,0,0.0541,0,0.5946,37,0.2432,1,0.0541,0,3,0,0,0.4865,0,0,0,0.027,0,"Accrediting Council for Continuing Education & Training",0,-2,"Pure Aesthetics",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15719,NA,NA,11050,2013,NA,NA,NA,NA,NA,20930,0.5441,6333,0.789473684,0.298245614,0.7568,NA,NA,NA,NA,NA,32585,NA,32,NA,66608,25346,NA,NA,0.1754385965,25346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1835,"Phoenix",4,NA,0.0763,1,-2,0,7360,11,469142,-2,1,0,0,1,0,-2,85051,0.5694,NA,0,0.0109,0,0.4749,459,0.3028,9,0.098,0,3,0,0,0.4815,0,0,0,0.0174,0.0196,"Accrediting Council for Continuing Education & Training",0,-2,"Utah College of Massage Therapy-Phoenix",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21995,NA,NA,11957,2013,0.915382847,0.5345649583,0.0611634859,0.0365601288,0.2736261209,18012,0.881,7917,0.791676247,0.1664750517,0.4575,8607,0.1117498275,0.4070321812,0.0177052196,0.7449988503,28995,0.4654350417,27,NA,44674,19834,NA,NA,0.3688204185,19834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
