"","inexpfte","ugds_2mor","city","ugds_nhpi","st_fips","avgfacsal","ugds_aian","ugds_asian","highdeg","ccugprof","main","tuitfte","ugds_nra","ugds_unkn","locale","unitid","relaffil","ugds","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_white","nanti","ugds_black","numbranch","control","pbi","menonly","ugds_hisp","hcm2","aanapii","hsi","pptug_ef2","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","appl_sch_pct_ge2","debt_mdn","pell_ever","par_ed_pct_ps","dep_inc_avg","ind_inc_avg","faminc_ind","veteran","dependent","pctfloan","par_ed_pct_hs","md_faminc","female","age_entry","first_gen","appl_sch_pct_ge5","appl_sch_pct_ge4","grad_debt_mdn","faminc","married","loan_ever","ug25abv","par_ed_pct_ms","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"85",4705,0.0061,"Phoenix",0.0015,4,NA,0.0091,0.0045,1,-2,0,10253,0.0045,0.6188,11,469610,-2,661,1,0,0,1,0,-2,85053,0.7799,NA,0,0.1104,0,0.1286,3,3,0,0,0.1165,0,0,0,0,"Council on Occupational Education",0,-2,"Allen School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22005,NA,NA,11176,2012,0.0837340877,0.2421499293,9269,0.913437058,0.4172813488,23067,18986,18986,0.0118811881,0.1595473833,0.8426,0.512118019,13544,0.9213578501,33,0.5827186512,0.030834512,0.0463932107,9500,19637,0.274115983,0.855445545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",8550,0.0057,"Sells",0,4,4646,0.908,0,2,1,1,2056,0,0,43,442781,-2,174,1,0,0,1,0,33,85634,0.4373,0.3409,0,0.023,0,0.0287,1,1,0,0,0.0345,0,0,0,0.6552,"North Central Association of Colleges and Schools The Higher Learning Commission",1,1,"Tohono O'Odham Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11946,NA,1354,3706,NA,2012,NA,0.301369863,NA,NA,0.5321100917,22971,10357,10357,NA,0.3835616438,0,NA,8513,0.5273972603,28,0.4678899083,NA,NA,NA,15195,0.102739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",5705,0.0594,"Mesa",0.0099,4,7196,0.1023,0.0165,3,7,0,9830,0,0.0297,11,447236,NA,303,0,0,0,1,0,23,85206,0.6933,NA,0,0.4224,0,0.0825,2,3,0,0,0.2772,0,0,0,0.2442,NA,0,6,"Everest College-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22131,NA,12420,12420,NA,2012,0.1751108296,0.4065864471,6900,0.938252058,0.4085312225,29528,11848,11848,0.0183660545,0.170360988,0.5867,0.4956024626,8376,0.7368587714,29,0.5914687775,0.0481317289,0.085180494,9500,14860,0.2156428119,0.825839139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",5326,0.0229,"Tucson",0.0046,4,4142,0.0183,0.0023,3,7,0,12871,0.0046,0.1927,11,444927,-2,436,1,0,0,3,0,30,85712,0.7128,0.1628,0,0.2706,0,0.0275,33,3,0,0,0.4564,0,0,0,0.3234,"Accrediting Council for Independent Colleges and Schools",0,6,"The Art Institute of Tucson",NA,NA,0.5116,0.6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29424,NA,17616,17616,NA,2012,0.1426151762,0.3767245627,8168,0.894709288,0.4737657909,39358,16480,16480,0.0237743287,0.2832902193,0.8371,0.4730682787,14933,0.6911185021,28,0.5262342091,0.0378171964,0.0686745504,17800,22961,0.1864375462,0.904841094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",3333,0,"Tucson",0.007,4,NA,0.014,0,1,-2,1,8285,0,0.014,41,439668,-2,143,1,0,0,1,0,-2,85706,0.3094,NA,0,0.5455,0,0.0839,1,3,0,0,0.3357,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"HDS Truck Driving Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16655,NA,NA,7655,2012,NA,NA,7549,0.907284768,NA,26080,21755,21755,NA,0.0728476821,0.3453,0.5181818182,16803,0.0794701987,36,0.5636363636,NA,NA,NA,22070,0.4437086093,0.867549669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",6356,0.0081,"Chandler",0.0163,4,NA,0.0325,0,1,-2,0,8320,0,0.0163,21,104443,-2,123,1,0,0,1,0,-2,85224,0.6902,NA,0,0.4797,0,0.1789,14,3,0,0,0.2683,0,0,0,0.2764,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Chandler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15989,NA,NA,16000,2012,0.1344339623,0.3490566038,9770,0.872641509,0.5014245014,39878,20418,20418,NA,0.3844339623,0.6667,0.452991453,16726,0.9386792453,25,0.4985754986,0.0471698113,0.0778301887,13372.5,27899,0.2028301887,0.865566038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3770,0,"Mesa",0.0032,4,NA,0.0481,0.0192,1,-2,1,7516,0,0.0096,11,104568,-2,312,1,0,0,1,0,-2,85210,0.6175,NA,0,0.5577,0,0.0737,3,3,0,0,0.2885,0,0,0,0.4776,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14567,NA,NA,16000,2012,0.1587867975,0.3586083854,9500,0.821587868,0.5165775401,51991,18133,18133,NA,0.45941124,0.7543,0.4310160428,22173,0.9330954505,24,0.4834224599,0.041926851,0.0802854594,11568,33688,0.1882247993,0.922390723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",4684,0.0197,"Glendale",0.0031,4,9014,0.0194,0.0387,2,1,1,1489,0.0065,0.0483,21,104708,-2,15667,1,0,0,1,0,2,85302,0.3842,0.9965,0,0.4672,0,0.0783,1,1,0,0,0.3188,0,0,0,0.5992,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Glendale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11347,NA,1854,7638,NA,2012,0.2652431395,0.5060472099,3500,0.910501293,0.4525386313,33506,17145,17145,0.0101759947,0.487530236,0.2068,0.4420267003,19111,0.5507548586,25,0.5474613687,0.0962549003,0.1558929018,NA,25121,0.1472182834,0.463925265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3873,0.0118,"Flagstaff",0,4,5438,0.6,0,3,10,1,17541,0,0.0039,13,103945,-2,255,1,0,0,2,1,26,86001,0.9507,0.5455,0,0.2863,1,0.0196,3,2,0,0,0.0784,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26461,NA,16154,16154,NA,2012,0.1455223881,0.390858209,12273,0.944962687,0.4564102564,28724,13384,13384,0.0223880597,0.2350746269,0.9754,0.4487179487,10960,0.7210820896,28,0.5435897436,0.0354477612,0.0662313433,24498.5,16990,0.2406716418,0.931902985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2963,0,"Tucson",0,4,4652,0.0304,0.0038,4,6,1,19099,0,0,11,104188,-2,263,1,0,0,3,0,30,85716,0.2656,0.875,0,0.5817,0,0.038,2,3,0,0,0.346,0,0,0,0.4487,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Southwest University of Visual Arts-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44876,NA,27665,27665,NA,2012,NA,0.362244898,23750,0.795918367,0.5964912281,48204,19487,19487,0.0612244898,0.3673469388,0.8789,NA,18805,0.5510204082,26,0.4035087719,NA,NA,48250,30036,0.1530612245,0.943877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",3613,0.0173,"Kingman",0.0071,4,5437,0.0169,0.0144,2,1,1,1568,0,0.0117,41,105206,-2,4791,1,0,0,1,0,6,86409,0.5097,0.2326,0,0.7502,0,0.0119,1,1,0,0,0.1705,0,0,0,0.7107,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Mohave Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23883,NA,2016,7488,NA,2012,0.0957630038,0.2221839476,7500,0.958663452,0.4339622642,29022,17367,17367,0.0089562522,0.3337926283,0.2787,0.4960167715,15935,0.633138133,28,0.5660377358,0.0327247675,0.0537375129,12500,21257,0.238718567,0.364450568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",5770,0.0727,"Tucson",0,4,NA,0.0364,0.0364,1,-2,1,7879,0,0,11,262235,-2,55,0,0,0,1,0,-2,85705,0.5755,NA,0,0.2727,0,0.0727,1,3,0,0,0.5091,0,0,0,0,NA,0,-2,"Arizona Academy of Beauty-North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14222,NA,NA,14060,2012,NA,0.3541666667,4930,NA,0.5769230769,28658,14462,14462,NA,0.2291666667,0.4906,0.2948717949,13284,NA,28,0.4230769231,NA,NA,5216.5,17715,0.2291666667,0.895833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",4025,0.0359,"Flagstaff",0.0033,4,6786,0.2202,0.0101,2,1,1,2788,0,0.067,41,404426,-2,3061,1,0,0,2,0,3,86005,0.2783,0.1902,0,0.6103,1,0.015,1,1,0,0,0.0382,0,0,0,0.6648,"North Central Association of Colleges and Schools The Higher Learning Commission",0,2,"Coconino Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14343,NA,2700,9075,NA,2012,0.2022740874,0.4847396768,4500,0.867743866,0.5544692737,41518,17850,17850,0.0191502095,0.4991023339,0.1818,0.4078212291,20153,0.5553560742,25,0.4455307263,0.0646319569,0.1131059246,12171.5,29663,0.1484141233,0.461998803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",6080,0,"Safford",0,4,NA,0,0,1,-2,1,3587,0,0,41,105701,-2,85,1,0,0,1,0,-2,85546,0.2551,NA,0,0.6118,0,0,1,3,0,0,0.3882,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Hair Academy of Safford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6948,NA,NA,9450,2012,NA,NA,7500,NA,NA,26084,7660,7660,NA,0.1686746988,0.2143,NA,4891,NA,26,NA,NA,NA,NA,10767,0.265060241,0.481927711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",3164,0,"Chandler",0,4,2575,0.0577,0,4,11,1,6862,0.0385,0,21,436614,54,52,1,0,0,3,0,24,85286,0.5231,NA,0,0.7308,0,0.0192,1,2,0,0,0.1538,0,0,0,0.2885,"Transnational Association of Christian Colleges and Schools",0,8,"International Baptist College and Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23186,NA,11566,11566,NA,2012,NA,NA,4625,NA,NA,NA,NA,NA,NA,NA,0.2308,NA,31715,0.3666666667,22,NA,NA,NA,NA,38626,NA,0.566666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",4874,0,"Phoenix",0.0053,4,6763,0.0582,0.0106,4,5,0,13688,0,0.0053,11,436094,-2,189,1,0,0,3,0,26,85021,0.6425,0.2615,0,0.4921,0,0.1693,28,3,0,0,0.2593,0,0,0,0.4921,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,6,"Argosy University-Phoenix",NA,NA,NA,0.6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23979,NA,12685,12685,NA,2012,0.1753886993,0.5390053632,6146.5,0.85131914,0.5038725457,46509,16939,16939,0.0411452408,0.3204398938,0.7095,0.4261159046,16074,0.6001950268,29,0.4961274543,0.0500839699,0.0861368438,9791,26415,0.1866298283,0.811013598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",3761,0.0361,"Chandler",0.0052,4,4268,0.0052,0.0155,2,4,0,15320,0,0.0206,21,430166,-2,194,1,0,0,2,0,13,85225,0.4286,NA,0,0.8299,0,0.0309,33,3,0,0,0.0567,0,0,0,0.1237,"Accrediting Council for Independent Colleges and Schools",0,1,"Golf Academy of America-Phoenix",NA,NA,NA,0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25720,NA,15745,15745,NA,2012,0.166144085,0.4176841639,9441,0.927588624,0.4663810766,31499,15353,15353,0.013390387,0.2115164705,0.7449,0.4899888247,13186,0.7833191929,29,0.5336189234,0.0468110222,0.0835146999,17886.5,18768,0.2028477627,0.947323767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",5843,0,"Avondale",0.0144,4,NA,0.0144,0.0036,1,-2,0,8294,0,0.0866,22,447148,-2,277,1,0,0,1,0,-2,85323,0.761,NA,0,0.2996,0,0.1408,12,3,0,0,0.4404,0,0,0,0.3213,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Avondale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16112,NA,NA,16000,2012,0.2009456265,0.4113475177,9437.5,0.869976359,0.4234234234,38996,18398,18398,NA,0.4609929078,0.7564,0.4504504505,19542,0.9503546099,24,0.5765765766,0.0543735225,0.0969267139,11149,27893,0.2033096927,0.905437352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2913,NA,"Phoenix",NA,4,3325,NA,NA,4,0,1,9037,NA,NA,11,447698,-2,NA,1,0,0,4,0,26,85012,NA,0.087,0,NA,0,NA,1,3,0,0,NA,0,0,0,NA,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Phoenix Institute of Herbal Medicine & Acupuncture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22391,NA,33,NA,NA,NA,NA,32459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",13269,NA,"Phoenix",NA,4,5924,NA,NA,4,0,1,9120,NA,NA,11,381459,42,NA,1,0,0,4,0,24,85018,NA,0.6,0,NA,0,NA,1,2,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Phoenix Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",6662,0.0305,"Scottsdale",0,4,NA,0.0458,0.0153,1,-2,1,15579,0,0.0076,12,450951,-2,131,1,0,0,1,0,-2,85259,0.3213,NA,0,0.5649,0,0.0534,1,3,0,0,0.2824,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Arizona Culinary Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40347,NA,NA,25990,2012,0.1506849315,0.3333333333,9500,0.698630137,0.5531914894,60540,25558,25558,0.0593607306,0.4292237443,0.4418,NA,25402,0.4429223744,28,0.4468085106,NA,NA,9500,40573,0.1598173516,0.853881279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",9648,NA,"Phoenix",NA,4,8671,NA,NA,4,13,0,12430,NA,NA,11,448886,-2,NA,1,0,0,3,0,17,85004,NA,0.7627,0,NA,0,NA,5,1,0,0,NA,0,0,1,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Arizona State University-Downtown Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",16892,0,"Tempe",0,4,NA,0,0.0256,2,3,1,43931,0,0.4615,12,475839,-2,39,1,1,0,2,0,12,85281,0,0,0,0.4103,0,0.0769,1,3,0,0,0.0256,0,0,0,0.4103,"Distance Education Accrediting Commission",0,1,"Sessions College for Professional Design",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30206,NA,31,NA,NA,NA,NA,28709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"Peoria",NA,4,6438,NA,NA,0,-2,0,NA,NA,NA,21,485078,-2,NA,1,0,0,3,0,-2,85381,NA,NA,0,NA,0,NA,3,2,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Trine University-Arizona Regional Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1627,0.0177,"Phoenix",0.0056,4,7595,0.0084,0.0065,3,11,1,7872,0.0149,0.5456,11,461023,-2,1074,1,1,0,2,0,32,85014,0.4904,0.1607,0,0.311,0,0.0447,1,3,0,0,0.0456,0,0,0,0.0233,"Distance Education Accrediting Commission",0,9,"National Paralegal College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16828,NA,6795,6795,NA,2012,0.2791586998,0.5621414914,6000,0.864244742,0.5184357542,35543,23114,23114,0.0478011472,0.0544933078,0.524,0.4301675978,17941,0.8814531549,33,0.4815642458,0.086042065,0.1414913958,15750,23792,0.3527724665,0.833652008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",4190,0,"Tucson",0,4,NA,0.0294,0.0588,1,-2,1,16304,0,0,11,461713,-2,34,1,0,0,1,0,-2,85716,0.5439,NA,0,0.5,0,0,1,3,0,0,0.4118,0,0,0,0.7941,"Accrediting Council for Continuing Education & Training",0,-2,"Pure Aesthetics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149,NA,NA,11050,2012,NA,NA,6333,NA,NA,25863,23674,23674,NA,NA,0.5439,NA,20797,NA,32,NA,NA,NA,NA,24011,0.2307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1835,0.07,"Phoenix",0,4,NA,0.0193,0.0024,1,-2,0,7360,0,0.2053,11,469142,-2,414,1,0,0,1,0,-2,85051,0.626,NA,0,0.372,0,0.0652,9,3,0,0,0.2657,0,0,0,0.4855,"Accrediting Council for Continuing Education & Training",0,-2,"Utah College of Massage Therapy-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21726,NA,NA,11765,2012,0.0997322624,0.2518964748,7995,0.815707274,0.5244834418,46818,19784,19784,0.0180722892,0.3719321731,0.9675,0.4157939428,18386,0.755243195,27,0.4755165582,0.0298973672,0.0490852298,8607,29839,0.1778224007,0.913431504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2044,0,"Mesa",0.0065,4,NA,0.0162,0.0032,1,-2,1,4131,0,0,11,441210,-2,308,1,0,0,1,0,-2,85201,0.2751,NA,0,0.6494,0,0.0325,1,1,0,0,0.2922,0,0,0,0.539,NA,0,-2,"East Valley Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13361,NA,NA,11069,2012,0.2046332046,0.3822393822,NA,NA,0.4479638009,26882,17972,17972,NA,0.5212355212,0,0.4841628959,20660,0.7335907336,26,0.5520361991,NA,NA,NA,22616,0.1930501931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",14781,0.0581,"Prescott",0.0042,4,8536,0.0072,0.0485,4,14,0,26607,0.0605,0.0929,41,104586,-2,1669,1,0,0,3,0,22,86301,0.3122,0.7333,0,0.6153,0,0.0174,2,2,0,0,0.0959,0,0,0,0.0563,"Southern Association of Colleges and Schools Commission on Colleges",0,10,"Embry-Riddle Aeronautical University-Prescott",NA,NA,0.8234,0.8179,498,600,518,630,NA,NA,549,574,NA,23,28,21,28,24,28,NA,NA,26,25,26,NA,1142,1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44052,NA,30420,30420,NA,2012,0.2172459893,0.3856951872,9500,0.686664439,0.6236128798,88523,35108,35108,0.0274064171,0.4020721925,0.6232,0.3498271785,38642,0.1540775401,26,0.3763871202,0.090407754,0.1393716578,25250,56584,0.3582887701,0.694184492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
