"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pftfac","hbcu","nanti","numbranch","control","pbi","menonly","hcm2","aanapii","hsi","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ugds","ug","ugds_white","ugds_black","ugds_hisp","ugds_asian","ugds_aian","ugds_nhpi","ugds_2mor","ugds_nra","ugds_unkn","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","pptug_ef2","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","pctpell","year","pctfloan","ug25abv","par_ed_pct_ms","par_ed_pct_hs","par_ed_pct_ps","appl_sch_pct_ge2","appl_sch_pct_ge3","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","debt_mdn","grad_debt_mdn","loan_ever","pell_ever","age_entry","age_entry_sq","agege24","female","married","dependent","veteran","first_gen","faminc","md_faminc","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"87",5705,"Mesa",4,7196,3,7,0,9830,11,447236,NA,0,0,0,1,0,23,85206,NA,0,0,2,3,0,0,0,0,0,NA,0,6,"Everest College-Mesa",NA,NA,0.4624,0.6798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,NA,0.5239,0.0828,0.2691,0.0191,0.0478,0,0.0111,0.0175,0.0287,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1035,30104,NA,15024,15024,NA,0.5777,2009,0.7865,0.3981,NA,0.5268562401,0.3912209434,0.3176145406,0.0990870257,0.0398693358,0.018510763,30085,16350,7389,9454,0.902420638,0.924616802,29,NA,NA,0.7255214005,0.2893039618,0.1105620236,0.0527682385,0.6087790566,17868,12022,16350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",5326,"Tucson",4,4142,3,7,0,12871,11,444927,-2,1,0,0,3,0,30,85712,0.1628,0,0,33,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"The Art Institute of Tucson",NA,NA,0.4874,0.4874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,0,0,0,0,0,0,0,0,0.0486,0.5029,0.08,0.0171,0.0314,0.32,NA,NA,NA,NA,NA,NA,NA,0.3857,29948,NA,17514,17514,NA,0.4629,2009,0.8971,0.4629,NA,0.3831168831,0.5584415584,0.4015748031,0.1312335958,NA,NA,29651,17749,5794.5,NA,0.238845144,0.929133858,26,NA,NA,0.5118110236,0.157480315,0.4173228346,0.0682414698,0.4415584416,22716,18547,17749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",3333,"Tucson",4,NA,1,-2,1,8285,41,439668,-2,1,0,0,1,0,-2,85706,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"HDS Truck Driving Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,0.5143,0.1238,0.3143,0.0095,0.019,0,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,11375,NA,NA,7255,0.3444,2009,0.3817,0.9429,NA,0.5465116279,0.3255813953,NA,NA,NA,NA,NA,NA,6083,NA,NA,0.921428571,37,NA,NA,NA,0.4571428571,NA,0.0785714286,0.6744186047,18327,14654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",6356,"Chandler",4,NA,1,-2,0,8320,21,104443,-2,1,0,0,1,0,-2,85224,NA,0,0,14,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Chandler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,0.4113,0.1489,0.3333,0.0213,0.0071,0,0.0142,0,0.0638,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.4184,NA,32063,NA,NA,16000,0.6968,2009,0.9129,0.4894,NA,0.4405204461,0.5018587361,0.2359375,0.053125,NA,NA,51390,20822,9500,13667,0.9375,0.80625,26,NA,NA,0.9140625,0.225,0.325,NA,0.4981412639,30757,17155,20822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",3770,"Mesa",4,NA,1,-2,1,7516,11,104568,-2,1,0,0,1,0,-2,85210,NA,0,0,3,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Avalon School of Cosmetology-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0.7,0.15,0.14,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.47,NA,30434,NA,NA,14050,0.6976,2009,0.878,0.47,NA,0.443359375,0.490234375,0.2602739726,0.0821917808,NA,NA,61714,18896,6000,9130,0.898021309,0.791476408,25,NA,NA,0.9071537291,0.200913242,0.3789954338,NA,0.509765625,35124,20813,18896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",4684,"Glendale",4,9014,2,1,1,1489,21,104708,-2,1,0,0,1,0,2,85302,0.9965,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,5,"Glendale Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11572,NA,0,0,0,0,0,0,0,0.0092,0.1027,0.5132,0.0721,0.0378,0.0201,0.2449,NA,NA,NA,NA,NA,NA,NA,0.5821,10802,NA,1734,7518,NA,0.1672,2009,0.0937,0.3355,NA,0.4303460515,0.4884649512,0.3864877701,0.1625504631,0.0770600807,0.0433388744,40374,22795,3500,NA,0.50035621,0.857516029,25,NA,NA,0.5656613631,0.174186654,0.4905010686,0.028853004,0.5115350488,31418,24372,22795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",3873,"Flagstaff",4,5438,3,10,1,17541,13,103945,-2,1,0,0,2,1,26,86001,0.5455,0,1,3,2,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,6,"CollegeAmerica-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,0.1685,0.0072,0.0681,0.0036,0.5986,0,0.0072,0,0.147,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,36317,NA,NA,37500,0.8021,2009,1,0.5735,NA,0.4251592357,0.4633757962,0.2040332147,0.0711743772,NA,NA,30375,14461,9500,20817,0.977461447,0.956109134,27,NA,NA,0.7627520759,0.2147093713,0.2372479241,0.0391459075,0.5366242038,18236,12673,14461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2963,"Tucson",4,4652,4,6,1,19099,11,104188,-2,1,0,0,3,0,30,85716,0.875,0,0,2,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Southwest University of Visual Arts-Tucson",NA,NA,0.8276,0.8692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,0.6022,0.0502,0.2796,0.0215,0.0251,0,0.0215,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.4229,45111,NA,25685,25685,NA,0.5778,2009,0.9556,0.5878,NA,0.3538961039,0.6038961039,0.2820512821,0.0797720798,NA,NA,56002,17824,17314.5,40019,0.954415954,0.794871795,26,NA,NA,0.5441595442,0.1424501425,0.4131054131,0.0712250712,0.3961038961,33596,19398,17824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",3613,"Kingman",4,5437,2,1,1,1568,41,105206,-2,1,0,0,1,0,6,86409,0.2326,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"Mohave Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5787,NA,0.8251,0.0114,0.1052,0.0171,0.018,0,0,0,0.0232,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.6762,11667,NA,2020,5860,NA,0.3759,2009,0.2994,0.5474,NA,0.5146706587,0.4311377246,0.1395070591,0.0428332137,0.0210576693,0.0122038765,33849,19043,5227.5,9749.5,0.543192151,0.928691074,31,NA,NA,0.6252692032,0.2938502034,0.2591529074,0.044986839,0.5688622754,22880,16784,19043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",5770,"Tucson",4,NA,1,-2,1,7879,11,262235,-2,0,0,0,1,0,-2,85705,NA,0,0,1,3,0,0,0,0,0,NA,0,-2,"Arizona Academy of Beauty-North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,0,0,0,0,0,0,0,0,0.0187,0.243,0.0748,0.028,0.028,0.6075,NA,NA,NA,NA,NA,NA,NA,0,NA,24115,NA,NA,13160,0.3235,2009,0.4191,0.3271,NA,0.3695652174,0.5,0.2820512821,NA,NA,NA,29354,13657,4936.5,5500,0.888888889,NA,27,NA,NA,NA,0.2478632479,0.2307692308,NA,0.5,17279,15133,13657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",4025,"Flagstaff",4,6786,2,1,1,2788,41,404426,-2,1,0,0,2,0,3,86005,0.1902,0,1,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,2,"Coconino Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3106,NA,0.5908,0.0129,0.0905,0.0023,0.2753,0.0119,0.0138,0,0.0026,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.6874,15091,NA,1800,7560,NA,0.1698,2009,0.1519,0.3974,NA,0.4241011984,0.5446071904,0.4388042865,0.1646926114,0.0795262267,0.043429216,48241,20779,4000,9500,0.553299492,0.822335025,26,NA,NA,0.5606316977,0.165820643,0.432036097,0.0383530739,0.4553928096,32644,22401,20779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",6080,"Safford",4,NA,1,-2,1,3587,41,105701,-2,1,0,0,1,0,-2,85546,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Hair Academy of Safford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,0,0,0,0,0,0,0,0.0098,0,0.7157,0.0588,0,0.0882,0.1275,NA,NA,NA,NA,NA,NA,NA,0,NA,13150,NA,NA,9450,0.9538,2009,0.9846,0.4608,NA,0.5789473684,NA,NA,NA,NA,NA,25140,8597,7500,NA,0.727272727,NA,24,NA,NA,NA,0.1704545455,0.2613636364,NA,0.6184210526,12921,8130,8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",3164,"Chandler",4,2575,4,11,1,6862,21,436614,54,1,0,0,3,0,24,85286,NA,0,0,1,2,0,0,0,0,0,"Transnational Association of Christian Colleges and Schools",0,8,"International Baptist College and Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0.7808,0.0274,0.1096,0.0137,0.0411,0,0,0.0274,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.2329,20671,NA,9660,9660,NA,0.3973,2009,0.2603,0.2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300,NA,0.677419355,NA,21,NA,NA,NA,NA,NA,NA,NA,43474,40317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",4874,"Phoenix",4,6763,4,5,0,13688,11,436094,-2,1,0,0,3,0,26,85021,0.2615,0,0,28,3,0,0,0,0,0,"Western Association of Schools and Colleges Senior Colleges and University Commission",0,6,"Argosy University-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,0,0,0,0,0,0,0,0.0092,0.1009,0.5046,0.1284,0,0.0275,0.2294,NA,NA,NA,NA,NA,NA,NA,0.3119,NA,NA,18732,18732,NA,0.3733,2009,0.7867,0.7064,NA,0.4487641607,0.4961380021,0.4073247297,0.1558423439,0.0723404255,0.0387861877,52205,27249,7926,22000,0.92814789,0.749564004,33,NA,NA,0.7555633066,0.2927799093,0.154795954,0.06041158,0.5038619979,31112,21272,27249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",3761,"Chandler",4,4268,2,4,0,15320,21,430166,-2,1,0,0,2,0,13,85225,NA,0,0,33,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,1,"Golf Academy of America-Phoenix",NA,NA,0.9118,0.8015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,0.8419,0.011,0.0331,0.0147,0.0221,0,0.0147,0.0404,0.0221,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,27166,NA,15050,15050,NA,0.1682,2009,0.5607,0.4118,NA,0.5089085005,0.4357672134,0.3577670536,0.1351897744,0.061823399,0.0298356593,40082,17624,7282,16500,0.922720751,0.907460545,30,NA,NA,0.8162905961,0.230174775,0.1576561889,0.0421612104,0.5642327866,21165,14420,17624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",5843,"Avondale",4,NA,1,-2,0,8294,22,447148,-2,1,0,0,1,0,-2,85323,NA,0,0,12,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Avondale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,0.3042,0.1208,0.5333,0,0,0,0.025,0,0.0167,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.3667,NA,29119,NA,NA,16000,0.6951,2009,0.9561,0.3167,NA,0.5042016807,0.3907563025,0.4128289474,0.1134868421,NA,NA,48305,21077,7535,10803,0.944078947,0.792763158,24,NA,NA,0.9473684211,0.2039473684,0.4292763158,NA,0.6092436975,32766,23709,21077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2913,"Phoenix",4,3325,4,0,1,9037,11,447698,-2,1,0,0,4,0,26,85012,0.087,0,0,1,3,0,0,0,0,0,"Accrediting Commission for Acupuncture and Oriental Medicine",0,18,"Phoenix Institute of Herbal Medicine & Acupuncture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,71951,65173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",13269,"Phoenix",4,5924,4,0,1,9120,11,381459,42,1,0,0,4,0,24,85018,0.6,0,0,1,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Phoenix Seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",6662,"Scottsdale",4,NA,1,-2,1,15579,12,450951,-2,1,0,0,1,0,-2,85259,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Arizona Culinary Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,0.656,0.056,0.192,0.008,0.064,0.008,0.016,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,39363,NA,24990,24990,NA,0.268,2009,0.6797,0.424,NA,0.3938053097,0.5619469027,0.1976744186,NA,NA,NA,84696,32366,7500,7500,0.926356589,0.523255814,26,NA,NA,0.3720930233,0.1666666667,0.4689922481,0.0813953488,0.4380530973,56908,35967,32366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",9648,"Phoenix",4,8671,4,13,0,12430,11,448886,-2,1,0,0,3,0,17,85004,0.7627,0,0,5,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"Arizona State University-Downtown Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",16892,"Tempe",4,NA,2,3,1,43931,12,475839,-2,1,1,0,2,0,12,85281,0,0,0,1,3,0,0,0,0,0,"Distance Education Accrediting Commission",0,1,"Sessions College for Professional Design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Peoria",4,6438,0,-2,0,NA,21,485078,-2,1,0,0,3,0,-2,85381,NA,0,0,3,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,-2,"Trine University-Arizona Regional Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1627,"Phoenix",4,7595,3,11,1,7872,11,461023,-2,1,1,0,2,0,32,85014,0.1607,0,0,1,3,0,0,0,0,0,"Distance Education Accrediting Commission",0,9,"National Paralegal College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",4190,"Tucson",4,NA,1,-2,1,16304,11,461713,-2,1,0,0,1,0,-2,85716,NA,0,0,1,3,0,0,0,0,0,"Accrediting Council for Continuing Education & Training",0,-2,"Pure Aesthetics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1835,"Phoenix",4,NA,1,-2,0,7360,11,469142,-2,1,0,0,1,0,-2,85051,NA,0,0,9,3,0,0,0,0,0,"Accrediting Council for Continuing Education & Training",0,-2,"Utah College of Massage Therapy-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2044,"Mesa",4,NA,1,-2,1,4131,11,441210,-2,1,0,0,1,0,-2,85201,NA,0,0,1,1,0,0,0,0,0,NA,0,-2,"East Valley Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,0,0,0,0,0,0,0,0,0,0.5741,0.0778,0.0444,0.0111,0.2926,NA,NA,NA,NA,NA,NA,NA,0.5593,NA,19170,NA,NA,10800,0.0897,2009,0,0.2963,NA,0.5454545455,NA,NA,NA,NA,NA,26188,11922,NA,NA,NA,NA,22,NA,NA,0.8208955224,NA,0.5820895522,NA,0.6,20226,16375,11922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",14781,"Prescott",4,8536,4,14,0,26607,41,104586,-2,1,0,0,3,0,22,86301,0.7333,0,0,2,2,0,0,0,0,0,"Southern Association of Colleges and Schools Commission on Colleges",0,10,"Embry-Riddle Aeronautical University-Prescott",NA,NA,0.8479,0.8048,480,605,520,640,NA,NA,543,580,NA,21,28,20,27,21,28,NA,NA,25,24,25,NA,1123,1099,1613,NA,0,0,0,0,0,0,0,0.0409,0.1159,0.6658,0.0198,0.0639,0.0118,0.0818,NA,NA,NA,NA,NA,NA,NA,0.0713,41392,NA,28274,28274,NA,0.2329,2009,0.6208,0.0867,NA,0.3238904627,0.6546270066,0.3851659076,0.2110171329,0.1314248536,0.0806766428,93604,39100,6500,16437.5,0.851659076,0.597050531,24,NA,NA,0.158967686,0.2524398178,0.5387117762,0.1479071785,0.3453729934,68462,47549,39100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",15126,"Phoenix",4,NA,3,6,0,33714,11,103723,-2,0,0,0,3,0,30,85040,NA,0,0,4,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Collins College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171,NA,0.4022,0.0564,0.1409,0.0171,0.0384,0.0026,0.0299,0,0.3126,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1383,47887,NA,34063,34063,NA,0.5154,2009,0.8231,0.2733,NA,0.4411027569,0.515037594,0.2224469161,0.08190091,0.0353892821,0.0202224469,35990,10276,18000,20125,0.268958544,0.916076845,24,NA,NA,0.2315470172,0.08190091,0.5551061678,0.0677451972,0.484962406,24550,16420,10276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",55110,"Glendale",4,13694,4,0,1,71514,21,103778,-2,0,0,0,1,0,29,85306,0.3607,0,0,1,2,0,0,0,0,0,NA,0,6,"Thunderbird School of Global Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2009,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",7086,"Glendale",4,NA,1,-2,1,17356,21,103963,-2,0,0,0,1,0,-2,85301,NA,0,0,1,3,0,0,0,0,0,NA,0,-2,"Arizona Automotive Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,NA,0,0,0,0,0,0,0,0,0.2199,0.359,0.1416,0.0075,0.0857,0.1863,NA,NA,NA,NA,NA,NA,NA,0,28167,NA,31964,31964,NA,0.5388,2009,0.8992,0.2671,NA,0.4699029126,0.4142394822,0.1095421481,0.027385537,NA,NA,34525,15502,10333,13000,0.945656825,0.906290116,28,NA,NA,0.0504920839,0.190415062,0.2759948652,0.0513478819,0.5857605178,20752,14220,15502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
